Site,Date,Year,Season,Time,Temp.,Sal.,Depth (cm),Turb. (NTU),CDOM,chla,TOTN,TOTP,NP,Acetabularia,Batophora,Caulerpa prolifera,Chara,Chondria baileyana,Digenia,Halimeda incrassata,Halodule,Hypnea,Laurencia spp.,Penicillus,Polysiphonia,Rhizophora mangle,Ruppia,Sargassum pteropleuron,Thalassia,Udotea,Lake,Position,System,pos,pos_rev,previous sites,lat,lon,SAV,Nutrients
40,2013-08-23,2013,Wet,NA,NA,NA,NA,NA,NA,NA,137.2,0.34,403.5294117647058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-9",25.17083333,80.80333333,Yes,Yes
21,2013-09-13,2013,Wet,1340,30.7,28.3,138,NA,NA,2.22,49.27,0.27,182.4814814814815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-21",25.14025,80.72043333,Yes,Yes
41,2013-09-13,2013,Wet,1431,31.9,19.1,71,NA,NA,7.99,108.55,0.88,123.35227272727272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-10; R&F, W-20",25.16666667,80.80416667,Yes,No
12,2013-09-13,2013,Wet,1216,30.8,5.5,121,NA,NA,2.19,59.44,0.54,110.07407407407406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-3, 12",25.17083333,80.74121667,Yes,Yes
4,2013-09-13,2013,Wet,1135,30.28,2.8,130,NA,NA,2.58,43.92,0.5,87.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-4, 4",25.197,80.74666667,Yes,Yes
14,2013-09-13,2013,Wet,1234,34.41,15.4,70,NA,NA,3.47,67.82,0.6,113.03333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-1",25.16636667,80.73033333,Yes,No
5,2013-09-13,2013,Wet,1150,30.4,3,129,NA,NA,1.76,44.89,0.31,144.80645161290323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-5, 5",25.19136667,80.71593333,Yes,Yes
15,2013-09-13,2013,Wet,1254,30.8,11.7,92,NA,NA,4.34,64.17,0.81,79.22222222222221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-2",25.15583333,80.73878333,Yes,Yes
16,2013-09-13,2013,Wet,1300,31.1,13.8,103,NA,NA,2.65,68.73,0.69,99.60869565217392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-3",25.15416667,80.73033333,Yes,No
37,2013-09-13,2013,Wet,1408,32.8,19.8,57,NA,NA,5.94,97.69,0.84,116.29761904761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-3",25.1704,80.79858333,Yes,No
17,2013-09-13,2013,Wet,1241,30.2,14.8,93,NA,NA,2.92,66.86,0.69,96.89855072463769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-4",25.16216667,80.7265,Yes,Yes
18,2013-09-13,2013,Wet,1249,30.5,13,96,NA,NA,3.2,61.38,0.74,82.94594594594595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-5",25.15833333,80.73366667,Yes,No
9,2013-09-13,2013,Wet,1204,30.1,3.7,121,NA,NA,2.97,50.37,0.44,114.47727272727272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle Lake,Middle,MCS,3,2,"R&F, 7P-10, 9",25.18383333,80.73366667,Yes,Yes
19,2013-09-13,2013,Wet,1307,30.9,27.4,85,NA,NA,0.91,53,0.34,155.88235294117646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-7",25.15033333,80.7225,Yes,Yes
40,2013-09-13,2013,Wet,1419,32.1,17.2,65,NA,NA,7.03,105.31,0.82,128.4268292682927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-9",25.17083333,80.80333333,Yes,Yes
20,2013-09-13,2013,Wet,1320,31.2,28,80,NA,NA,0.75,51.94,0.33,157.39393939393938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-20",25.15145,80.71673333,Yes,No
31,2013-09-24,2013,Wet,1256,32.1,6.8,107,NA,NA,11.08,94.68,1.04,91.03846153846155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-13, 31",25.18866667,80.77973333,Yes,Yes
24,2013-09-24,2013,Wet,1536,31.5,9.2,135,NA,NA,0.82,67.39,0.45,149.75555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-4, 24",25.20225,80.84338333,Yes,Yes
34,2013-09-24,2013,Wet,1112,30.6,9.2,80,NA,NA,1.86,93.21,0.73,127.68493150684931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-5, 34",25.17283333,80.76083333,Yes,Yes
44,2013-09-24,2013,Wet,1329,31.7,4,100,NA,NA,19.18,70.56,1.4,50.400000000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cuthbert Lake,Upstream,ACS,4,1,44,25.21206667,80.76186667,Yes,Yes
25,2013-09-24,2013,Wet,1508,31.1,8.5,153,NA,NA,1.86,67.37,0.48,140.35416666666669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-7, 25",25.20166667,80.80966667,Yes,No
31,2013-11-15,2013,Wet,1351,24.1,6.1,85,NA,NA,31.52,57.83,0.47,123.04255319148936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-13, 31",25.18866667,80.77973333,Yes,Yes
24,2013-11-15,2013,Wet,1700,24.2,8.2,110,NA,NA,9.02,60.76,0.69,88.05797101449276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-4, 24",25.20225,80.84338333,Yes,Yes
44,2013-11-15,2013,Wet,1504,24.2,3.5,75,NA,NA,47.05,68.28,0.7,97.54285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cuthbert Lake,Upstream,ACS,4,1,44,25.21206667,80.76186667,Yes,Yes
35,2013-11-15,2013,Wet,1206,23,9.8,80,NA,NA,8.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-8",25.17181667,80.77091667,Yes,Yes
25,2013-11-15,2013,Wet,1627,23.5,8.1,138,NA,NA,11.3,57.71,0.82,70.37804878048782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-7, 25",25.20166667,80.80966667,Yes,No
34,2013-11-15,2013,Wet,NA,NA,NA,NA,NA,NA,8.68,63.85,0.34,187.7941176470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-5, 34",25.17283333,80.76083333,Yes,Yes
21,2013-11-20,2013,Wet,1321,27.4,29,136,NA,NA,0.39,38.02,0.19,200.10526315789474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-21",25.14025,80.72043333,Yes,Yes
41,2013-11-20,2013,Wet,1427,28.7,27.8,68,NA,NA,0.42,59.76,0.14,426.8571428571428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-10; R&F, W-20",25.16666667,80.80416667,Yes,No
12,2013-11-20,2013,Wet,1146,27.6,16.9,132,NA,NA,6.03,45.6,0.37,123.24324324324324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-3, 12",25.17083333,80.74121667,Yes,Yes
4,2013-11-20,2013,Wet,1016,25.97,2.3,141,NA,NA,1.7,35.29,0.23,153.43478260869566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-4, 4",25.197,80.74666667,Yes,Yes
14,2013-11-20,2013,Wet,1205,28.59,23.2,74,NA,NA,0.72,41.5,0.2,207.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-1",25.16636667,80.73033333,Yes,No
5,2013-11-20,2013,Wet,1103,26.6,2.5,100,NA,NA,0.69,31.07,0.24,129.45833333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-5, 5",25.19136667,80.71593333,Yes,Yes
15,2013-11-20,2013,Wet,1242,28.7,25.8,95,NA,NA,0.42,40.12,0.3,133.73333333333332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-2",25.15583333,80.73878333,Yes,Yes
16,2013-11-20,2013,Wet,1234,27.7,23.1,98,NA,NA,0.75,39.9,0.69,57.82608695652174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-3",25.15416667,80.73033333,Yes,No
37,2013-11-20,2013,Wet,1356,28.8,28.1,58,NA,NA,1.99,65.17,0.16,407.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-3",25.1704,80.79858333,Yes,No
17,2013-11-20,2013,Wet,1215,28.9,25.5,95,NA,NA,0.78,37.98,0.82,46.3170731707317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-4",25.16216667,80.7265,Yes,Yes
18,2013-11-20,2013,Wet,1225,27.1,20.1,100,NA,NA,0.39,45.75,0.47,97.3404255319149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-5",25.15833333,80.73366667,Yes,No
9,2013-11-20,2013,Wet,1133,27,6.8,130,NA,NA,2.38,42.14,0.32,131.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Middle Lake,Middle,MCS,3,2,"R&F, 7P-10, 9",25.18383333,80.73366667,Yes,Yes
19,2013-11-20,2013,Wet,1255,27.9,27.3,87,NA,NA,0.75,37.4,0.34,109.99999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-7",25.15033333,80.7225,Yes,Yes
40,2013-11-20,2013,Wet,1411,28.6,27.4,60,NA,NA,0.65,62.41,0.16,390.06249999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-9",25.17083333,80.80333333,Yes,Yes
20,2013-11-20,2013,Wet,1307,28.3,28.2,88,NA,NA,0.62,39.18,0.7,55.971428571428575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-20",25.15145,80.71673333,Yes,No
31A,2013-12-04,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,89,0,0,0,0,0,0,0,NA,0,0,0,0,0,Long Lake,Middle,ACS,3,2,new,25.18783333,80.77978333,Yes,Yes
31B,2013-12-04,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,89.33333333333333,0,0,0,0,0,0,0,NA,0,0,0,0,0,Long Lake,Middle,ACS,3,2,"R&F, WL-13, 31",25.18866667,80.77973333,Yes,Yes
31C,2013-12-04,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,93.33333333333333,0,0,0,0,0,0,0,NA,0,0,0,0,0,Long Lake,Middle,ACS,3,2,new,25.18913333,80.77971667,Yes,Yes
34A,2013-12-04,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.2666666666666666,0,83,0,0,0,0,0,0,0,NA,0,0,0,0,0,The Lungs,Downstream,ACS,2,3,"DM, Lungs-5, 34",25.17283333,80.76083333,Yes,Yes
34B,2013-12-04,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.733333333333333,0,74.33333333333333,0,0,0,0,0,0,0,NA,0,0,0,0,0,The Lungs,Downstream,ACS,2,3,new,25.17265,80.7623,Yes,Yes
34C,2013-12-04,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.2,0,91,0,0,0,0,0,0,0,NA,0,0,0,0,0,The Lungs,Downstream,ACS,2,3,new,25.17251667,80.76363333,Yes,Yes
24A,2013-12-09,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,100,0,0,0,0,0,0,0,NA,0,0,0,0,0,West Lake,Upstream,ACS,4,1,"DM, WL-4, 24",25.20225,80.84338333,Yes,Yes
24B,2013-12-09,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,100,0,0,0,0,0,0,0,NA,0,0,0,0,0,West Lake,Upstream,ACS,4,1,new,25.2037,80.8441,Yes,Yes
24C,2013-12-09,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,100,0,0,0,0,0,0,0,NA,0,0,0,0,0,West Lake,Upstream,ACS,4,1,new,25.20281667,80.84368333,Yes,Yes
25A,2013-12-09,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,6.866666666666666,0,0,0,West Lake,Upstream,ACS,4,1,new,25.20123333,80.80946667,Yes,Yes
25B,2013-12-09,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,5.133333333333334,0,0,0,West Lake,Upstream,ACS,4,1,"DM, WL-7, 25",25.20166667,80.80966667,Yes,No
25C,2013-12-09,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,4.466666666666667,0,0,0,West Lake,Upstream,ACS,4,1,new,25.20218333,80.80983333,Yes,Yes
44A,2013-12-09,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,17.8,0,0,0,0,0,0,0,NA,0,0,0,0,0,Cuthbert Lake,Upstream,ACS,4,1,44,25.21206667,80.76186667,Yes,Yes
44B,2013-12-09,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,Cuthbert Lake,Upstream,ACS,4,1,new,25.21166667,80.76218333,Yes,Yes
44C,2013-12-09,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,Cuthbert Lake,Upstream,ACS,4,1,new,25.21125,80.76261667,Yes,Yes
4A,2013-12-12,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,98,0,0,0,0,0,0,0,NA,0,0,0,0,0,Seven Palm,Upstream,MCS,4,1,new,25.19378333,80.74653333,Yes,Yes
4B,2013-12-12,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,5.6,0,0,0,Seven Palm,Upstream,MCS,4,1,new,25.1954,80.746583330000007,Yes,Yes
4C,2013-12-12,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0.2,0,0,0,NA,0,7.2,0,0,0,Seven Palm,Upstream,MCS,4,1,"DM, 7P-4, 4",25.197,80.74666667,Yes,Yes
5A,2013-12-12,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,100,0,0,0,0,0,0,0,NA,0,0,0,0,0,Seven Palm,Upstream,MCS,4,1,"DM, 7P-5, 5",25.19136667,80.71593333,Yes,Yes
5B,2013-12-12,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,100,0,0,0,0,0,0,0,NA,0,0,0,0,0,Seven Palm,Upstream,MCS,4,1,new,25.19126667,80.71731667,Yes,Yes
5C,2013-12-12,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.8666666666666667,0,0.2,0,0,0,0,0,0,0,NA,0,0.5333333333333333,0,0,0,Seven Palm,Upstream,MCS,4,1,new,25.1903,80.71913333,Yes,Yes
9A,2013-12-12,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8.133333333333333,0,0,0,NA,0,0,0,0,0,Middle Lake,Middle,MCS,3,2,"R&F, 7P-10, 9",25.18383333,80.73366667,Yes,Yes
9B,2013-12-12,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,17,0,0,0,NA,0,0,0,0,0,Middle Lake,Middle,MCS,3,2,new,25.1823,80.73331667,Yes,Yes
9C,2013-12-12,2013,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,12.333333333333334,0,0,0,NA,0,0,0,0,0,Middle Lake,Middle,MCS,3,2,new,25.18055,80.73273333,Yes,Yes
12A,2014-01-20,2014,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,38.666666666666664,0,0,0,NA,0,0,0,0,0,Monroe Lake,Downstream,MCS,2,3,new,25.16951667,80.74168333,Yes,Yes
12B,2014-01-20,2014,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,53.333333333333336,0,0,0,NA,0,0,0,0,0,Monroe Lake,Downstream,MCS,2,3,"DM, ML-3, 12",25.17083333,80.74121667,Yes,Yes
12C,2014-01-20,2014,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,23.333333333333332,0,0,0,NA,0,0,0,0,0,Monroe Lake,Downstream,MCS,2,3,new,25.17383333,80.74058333,Yes,Yes
14,2014-01-20,2014,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,8.666666666666666,0,0,0,NA,0.8,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-1",25.16636667,80.73033333,Yes,No
15,2014-01-20,2014,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3.1333333333333333,0,0,0,NA,0,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-2",25.15583333,80.73878333,Yes,Yes
16,2014-01-20,2014,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,6.333333333333333,0,0,0,NA,0.2,0,0,0.3333333333333333,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-3",25.15416667,80.73033333,Yes,No
17,2014-01-20,2014,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.2,0,0,0,0,0,3.4,0,0,0,NA,0,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-4",25.16216667,80.7265,Yes,Yes
18,2014-01-20,2014,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,4,0,0,0,NA,0.2,0,0,0,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-5",25.15833333,80.73366667,Yes,No
19,2014-01-20,2014,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8,0,0,0,0,0,9.333333333333334,0,0,0,NA,0,0,0,1.4,0,Terrapin Bay,Bay,MCS,1,4,"DM, TB-7",25.15033333,80.7225,Yes,Yes
20,2014-01-20,2014,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0,0,0,0,0,3.533333333333333,0,0,2,NA,0,0,0,9.733333333333333,0,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-20",25.15145,80.71673333,Yes,No
21,2014-01-20,2014,Wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.6,0,0,0,1.8666666666666667,0.2,0.4,0,0,0.8,NA,0,0,0,12.666666666666666,0,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-21",25.14025,80.72043333,Yes,Yes
31,2014-01-30,2014,Wet,1234,21.7,5.9,93,NA,NA,18.27,68.54,0.89,77.01123595505618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Long Lake,Middle,ACS,3,2,"R&F, WL-13, 31",25.18866667,80.77973333,Yes,Yes
24,2014-01-30,2014,Wet,1631,21.4,8.2,95,NA,NA,6.67,60.02,1.21,49.60330578512397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-4, 24",25.20225,80.84338333,Yes,Yes
34,2014-01-30,2014,Wet,1100,21.5,10.2,65,NA,NA,3.86,84.18,0.54,155.88888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Lungs,Downstream,ACS,2,3,"DM, Lungs-5, 34",25.17283333,80.76083333,Yes,Yes
44,2014-01-30,2014,Wet,1323,21.9,3.4,80,NA,NA,15.53,64.04,1.41,45.418439716312065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cuthbert Lake,Upstream,ACS,4,1,44,25.21206667,80.76186667,Yes,Yes
25,2014-01-30,2014,Wet,1600,21.6,7.9,130,NA,NA,5.94,63.39,0.93,68.16129032258064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Lake,Upstream,ACS,4,1,"DM, WL-7, 25",25.20166667,80.80966667,Yes,No
21,2014-02-06,2014,Dry,1356,27.3,27.7,127,NA,NA,0.46,45.88,0.23,199.47826086956522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"R&F, 7P-21",25.14025,80.72043333,Yes,Yes
41,2014-02-06,2014,Dry,1423,29.1,25.1,50,NA,NA,1.01,122.37,0.71,172.35211267605635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-10; R&F, W-20",25.16666667,80.80416667,Yes,No
12,2014-02-06,2014,Dry,1145,26.8,13.1,111,NA,NA,1.66,42.6,0.57,74.73684210526316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monroe Lake,Downstream,MCS,2,3,"DM, ML-3, 12",25.17083333,80.74121667,Yes,Yes
4,2014-02-06,2014,Dry,1021,26.42,3.5,129,NA,NA,1.53,35.69,0.95,37.56842105263158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-4, 4",25.197,80.74666667,Yes,Yes
14,2014-02-06,2014,Dry,1200,26.42,13.5,54,NA,NA,1.01,44.89,0.62,72.40322580645162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-1",25.16636667,80.73033333,Yes,No
5,2014-02-06,2014,Dry,1123,26.7,4.1,118,NA,NA,0.55,32.4,0.36,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seven Palm,Upstream,MCS,4,1,"DM, 7P-5, 5",25.19136667,80.71593333,Yes,Yes
15,2014-02-06,2014,Dry,1240,27.4,20.2,79,NA,NA,0.75,46.9,0.4,117.24999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-2",25.15583333,80.73878333,Yes,Yes
16,2014-02-06,2014,Dry,1254,27.4,21.8,87,NA,NA,0.88,45.68,0.39,117.12820512820512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-3",25.15416667,80.73033333,Yes,No
37,2014-02-06,2014,Dry,1453,30.6,25,38,NA,NA,2.94,107.85,0.64,168.515625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Garfield Bight,Bay,ACS,1,4,"DM, GB-3",25.1704,80.79858333,Yes,No
17,2014-02-06,2014,Dry,1212,27,21.2,85,NA,NA,1.34,42.63,0.45,94.73333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-4",25.16216667,80.7265,Yes,Yes
18,2014-02-06,2014,Dry,1229,27.2,21.2,83,NA,NA,0.62,44.24,0.41,107.90243902439026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Terrapin Bay,Bay,MCS,1,4,"DM, TB-5",25.15833333,80.73366667,Yes,No
